"Município;""0 a 4 anos"";""5 a 9 anos"";""10 a 14 anos"";""15 a 19 anos"";""20 a 29 anos"";""30 a 39 anos"";""40 a 49 anos"";""50 a 59 anos"";""60 a 69 anos"";""70 a 79 anos"";""80 anos e mais"";""Total"""
411375 Lunardelli;289;325;409;385;633;665;751;789;451;310;116;5123
411380 Lupionópolis;205;347;382;388;742;629;810;526;409;298;124;4860
411390 Mallet;717;1062;961;1132;2162;2148;1771;1689;1042;601;281;13566
411400 Mamborê;949;906;1094;1092;2116;1910;1965;1844;1174;607;290;13947
411410 Mandaguaçu;1338;1551;1600;1685;3706;3254;3076;2558;1571;920;410;21669
411420 Mandaguari;1922;2093;2496;2495;5498;5059;4838;4451;2915;1714;807;34288
411430 Mandirituba;1730;1997;2343;2240;3871;3502;3520;2838;1724;820;319;24904
411435 Manfrinópolis;171;230;229;279;408;448;414;333;249;159;31;2951
411440 Mangueirinha;1456;1299;1495;1729;2781;2580;2256;1747;1224;553;214;17334
411450 Manoel Ribas;1055;1177;1181;1128;2161;1950;1687;1517;1044;487;268;13655
411460 Marechal Cândido Rondon;2885;3324;3497;3862;8738;7895;7398;5980;4085;2331;814;50809
411470 Maria Helena;293;318;387;473;915;835;976;745;492;378;172;5984
411480 Marialva;2021;2399;2576;2394;5606;5164;5047;4046;3063;1427;643;34386
411490 Marilândia do Sul;491;686;761;724;1372;1321;1292;1116;667;457;193;9080
411500 Marilena;509;447;473;679;1073;981;1010;822;615;374;152;7135
411510 Mariluz;609;893;898;874;1678;1388;1571;1106;727;568;224;10536
411520 Maringá;24002;25169;25478;25964;73732;64022;56453;48426;32160;15001;7029;397436
411530 Mariópolis;432;508;434;557;1065;837;910;924;534;264;115;6580
411535 Maripá;251;326;432;364;907;792;870;751;597;369;136;5795
411540 Marmeleiro;905;974;1183;1210;2328;1938;2019;1747;1236;666;268;14474
411545 Marquinho;289;394;475;459;661;697;707;552;390;182;67;4873
411550 Marumbi;293;291;284;359;818;701;562;672;399;258;119;4756
411560 Matelândia;1314;1336;1384;1459;2742;2614;2402;1920;1226;681;266;17344
411570 Matinhos;2368;2212;2606;2800;4504;4465;4595;4367;3057;1171;447;32592
411573 Mato Rico;232;286;239;300;525;544;498;504;276;180;81;3665
411575 Mauá da Serra;896;812;880;931;1628;1544;1327;868;475;245;99;9705
411580 Medianeira;3035;3203;3258;3482;8100;6797;6499;5160;3081;1655;616;44886
411585 Mercedes;404;339;376;453;778;715;871;615;440;287;122;5400
411590 Mirador;196;230;111;183;408;286;348;247;161;115;55;2340
411600 Miraselva;67;118;121;139;274;248;271;253;234;102;56;1883
411605 Missal;642;700;720;818;1525;1395;1765;1441;1100;569;175;10850
411610 Moreira Sales;773;774;965;913;1803;1585;1799;1844;999;859;394;12708
411620 Morretes;1220;1221;1366;1443;2364;2380;2188;1872;1351;697;333;16435
411630 Munhoz de Melo;209;229;253;302;667;426;627;462;390;239;107;3911
411640 Nossa Senhora das Graças;216;229;267;337;669;569;594;587;311;192;92;4063
411650 Nova Aliança do Ivaí;138;109;70;140;278;211;213;181;89;62;26;1517
411660 Nova América da Colina;218;273;297;261;530;526;522;420;276;159;71;3553
411670 Nova Aurora;626;825;678;865;1717;1542;1789;1493;1072;708;224;11539
411680 Nova Cantu;546;450;328;669;923;771;956;926;593;336;150;6648
411690 Nova Esperança;1561;1875;2064;2106;4339;4030;4185;3441;2232;1339;713;27885
411695 Nova Esperança do Sudoeste;325;346;398;496;755;666;767;709;430;257;57;5206
411700 Nova Fátima;675;480;595;713;1148;1278;1108;1017;747;435;164;8360
411705 Nova Laranjeiras;1072;1099;1101;1205;1728;1515;1516;1321;805;414;188;11964
411710 Nova Londrina;883;921;998;1163;2116;1976;1916;1623;958;634;278;13466
411720 Nova Olímpia;363;389;343;425;867;859;846;682;470;371;168;5783
411725 Nova Prata do Iguaçu;540;767;894;898;1733;1529;1562;1250;895;461;200;10729
411721 Nova Santa Bárbara;227;305;282;386;639;463;687;456;360;256;104;4165
411722 Nova Santa Rosa;572;504;505;578;1273;1092;1172;1001;724;493;173;8087
411727 Nova Tebas;469;397;510;603;805;943;995;915;593;409;152;6791
411729 Novo Itacolomi;121;162;192;231;425;407;410;437;245;182;89;2901
411730 Ortigueira;1721;1883;2107;2186;3208;3557;3052;2535;1796;975;397;23417
411740 Ourizona;191;256;221;227;549;488;486;439;339;214;80;3490
411745 Ouro Verde do Oeste;421;443;399;479;969;893;822;700;446;295;109;5976
411750 Paiçandu;2526;2808;2996;3276;6991;6201;5731;4267;2703;1245;549;39293
411760 Palmas;4172;4541;4991;4783;8119;7302;5817;4068;2344;1052;486;47675
411770 Palmeira;2384;2552;2742;2928;5571;5152;4538;3803;2300;1289;495;33754
411780 Palmital;792;1352;1398;1343;2089;2029;1937;1561;1093;582;300;14476
411790 Palotina;2021;2316;2088;2371;5297;4734;4380;3489;2463;1215;489;30863
411800 Paraíso do Norte;880;973;900;980;2364;1888;1934;1406;879;561;246;13011
411810 Paranacity;1027;853;858;862;1847;1637;1509;1174;662;451;190;11070
411820 Paranaguá;10936;12540;14075;13825;24562;23521;20523;15464;8924;4560;1727;150657
411830 Paranapoema;280;246;187;275;511;462;421;372;165;83;51;3053
411840 Paranavaí;5681;5952;6195;6507;13570;12708;12370;10781;6871;4186;1950;86771
411845 Pato Bragado;382;388;386;361;842;772;764;624;439;244;99;5301
411850 Pato Branco;5459;5625;5962;6434;14454;12310;10366;9265;5486;2561;1090;79012
411860 Paula Freitas;350;494;427;442;851;874;840;645;480;257;109;5769
411870 Paulo Frontin;400;529;529;604;1177;1135;1001;872;620;304;119;7290
411880 Peabiru;774;987;1053;1195;2239;2082;1947;1845;1090;671;261;14144
411885 Perobal;306;463;464;431;951;799;945;731;456;320;132;5998
411890 Pérola;624;755;675;679;1706;1729;1411;1405;938;706;308;10936
411900 Pérola d'Oeste;296;397;537;558;923;811;955;1082;662;352;172;6745
411910 Piên;835;959;1086;1134;1896;2140;1709;1250;781;280;136;12206
411915 Pinhais;8320;9785;10907;10753;21223;22319;18316;13093;8058;3121;1150;127045
411925 Pinhal de São Bento;142;257;256;242;377;349;362;400;215;103;40;2743
411920 Pinhalão;286;495;548;456;947;960;853;890;550;305;132;6422
411930 Pinhão;2236;2612;3575;3595;5103;4569;4006;3114;1928;941;300;31979
411940 Piraí do Sul;1818;2229;2245;2054;3943;3737;3200;2521;1735;1017;459;24958
411950 Piraquara;8097;8745;9834;9944;19124;17643;14152;9377;4870;1934;758;104478
411960 Pitanga;2147;2388;2560;2929;4905;5018;4559;3718;2392;1264;541;32421
411965 Pitangueiras;187;210;268;259;482;442;473;364;229;113;47;3074
411970 Planaltina do Paraná;228;355;317;281;758;528;627;470;335;267;112;4278
411980 Planalto;761;936;823;1080;2002;1846;2026;1882;1435;825;311;13927
411990 Ponta Grossa;24272;26707;29028;29218;56000;54820;42792;36050;22744;11060;5176;337867
411995 Pontal do Paraná;1699;1664;1902;1931;3308;3387;3286;3497;2464;929;285;24352
412000 Porecatu;728;873;972;1099;2058;1936;2219;1733;1324;723;307;13972
412010 Porto Amazonas;235;405;442;432;759;794;619;502;323;164;105;4780
412015 Porto Barreiro;222;279;259;340;530;507;430;487;321;140;49;3564
412020 Porto Rico;187;145;200;211;412;398;357;340;177;129;52;2608
412030 Porto Vitória;315;309;311;389;574;615;535;492;341;179;83;4143
412033 Prado Ferreira;263;237;294;270;582;563;514;407;324;159;57;3670
412035 Pranchita;274;328;420;365;844;730;852;762;533;314;136;5558
412040 Presidente Castelo Branco;316;395;407;446;845;823;768;509;367;191;77;5144
412050 Primeiro de Maio;525;694;749;791;1697;1514;1642;1601;1058;660;310;11241
412060 Prudentópolis;3192;4044;4564;4521;7552;8159;6969;5759;3943;2007;853;51563
412065 Quarto Centenário;244;378;329;317;835;534;824;625;350;277;112;4825
412070 Quatiguá;510;431;450;533;1161;1055;1044;1017;675;365;168;7409
412080 Quatro Barras;1694;1760;1829;1939;3871;3606;2972;2367;1243;517;253;22051
412085 Quatro Pontes;180;225;293;276;649;497;596;569;331;269;114;3999
412090 Quedas do Iguaçu;2320;2770;3158;3127;5122;4850;4268;3486;2390;1054;436;32981
412100 Querência do Norte;1027;843;852;1101;1935;1796;1705;1475;820;495;198;12247
412110 Quinta do Sol;385;308;291;427;769;655;779;559;424;269;117;4983
412120 Quitandinha;1197;1437;1480;1608;2801;2836;2544;2176;1355;699;285;18418
412125 Ramilândia;285;335;395;423;643;655;619;460;341;177;55;4388
412130 Rancho Alegre;221;200;275;325;529;542;595;494;433;243;132;3989
412135 Rancho Alegre D'Oeste;163;194;201;217;461;347;459;358;190;159;79;2828
412140 Realeza;1156;1168;1122;1398;2718;2451;2301;2091;1453;852;313;17023
412150 Rebouças;917;1210;1308;1310;2428;1951;2125;1714;1106;525;277;14871
412160 Renascença;570;495;514;606;1060;877;996;920;545;280;120;6983
412170 Reserva;1733;2312;3001;2507;4163;4028;3276;2410;1780;926;384;26520
412175 Reserva do Iguaçu;567;629;864;993;1235;1109;991;726;437;198;68;7817
412180 Ribeirão Claro;617;748;774;855;1568;1618;1551;1399;941;565;311;10947
412190 Ribeirão do Pinhal;943;806;1036;1216;1881;1878;1780;1673;1224;826;382;13645
412200 Rio Azul;957;1195;1262;1283;2583;2283;2088;1607;975;498;282;15013
412210 Rio Bom;169;203;252;194;511;384;486;492;297;235;138;3361
412215 Rio Bonito do Iguaçu;779;1050;1319;1478;1909;1863;2023;1517;991;449;157;13535
412217 Rio Branco do Ivaí;289;318;357;385;674;622;499;431;262;180;72;4089
412220 Rio Branco do Sul;2444;2641;3093;3179;5378;5290;4388;2964;1739;790;326;32232
412230 Rio Negro;2493;2496;2831;2759;5157;5465;4415;3659;2392;1164;563;33394
412240 Rolândia;4168;4509;4651;4514;10737;9950;9181;7225;4747;2555;1079;63316
412250 Roncador;441;935;989;826;1619;1624;1609;1317;930;551;223;11064
412260 Rondon;534;752;724;752;1500;1424;1456;1096;639;391;221;9489
412265 Rosário do Ivaí;395;350;331;516;699;718;749;655;465;345;149;5372
412270 Sabáudia;419;437;406;556;1053;1010;975;762;553;278;135;6584
412280 Salgado Filho;197;210;338;405;551;582;618;511;364;253;109;4138
412290 Salto do Itararé;267;354;342;408;710;714;656;750;529;327;144;5201
412300 Salto do Lontra;937;1127;1052;1214;2526;2104;1965;1697;1077;610;228;14537
412310 Santa Amélia;277;190;295;344;442;508;481;515;341;187;106;3686
412320 Santa Cecília do Pavão;310;197;238;288;561;408;525;448;328;226;67;3596
412330 Santa Cruz de Monte Castelo;510;589;530;588;1287;1154;1085;1119;631;432;242;8167
412340 Santa Fé;668;732;806;817;1878;1698;1644;1455;900;573;260;11431
412350 Santa Helena;1657;1692;1667;2273;3850;3789;3772;2989;2240;1053;433;25415
412360 Santa Inês;96;108;122;141;269;237;258;238;162;98;36;1765
412370 Santa Isabel do Ivaí;480;572;614;623;1240;1224;1232;1234;810;578;290;8897
412380 Santa Izabel do Oeste;840;968;1025;1185;2582;1837;1902;1862;1018;706;240;14165
412382 Santa Lúcia;290;334;289;305;486;536;564;423;391;276;79;3973
412385 Santa Maria do Oeste;732;846;929;1127;1616;1642;1402;1216;891;448;159;11008
412390 Santa Mariana;705;736;727;971;1751;1622;1746;1666;1337;785;386;12432
412395 Santa Mônica;283;267;362;307;614;607;510;410;263;161;65;3849
412402 Santa Tereza do Oeste;1051;766;702;998;1925;1459;1425;1021;626;392;141;10506
412405 Santa Terezinha de Itaipu;1723;1584;1593;1992;3739;3325;3372;2574;1620;779;270;22571
412400 Santana do Itararé;303;310;452;498;638;788;726;720;450;252;132;5269
412410 Santo Antônio da Platina;3229;3436;3756;3499;6912;6765;6022;5151;3648;1899;976;45293
412420 Santo Antônio do Caiuá;140;164;187;229;402;359;459;340;217;172;87;2756
412430 Santo Antônio do Paraíso;141;157;192;153;338;304;304;359;228;99;59;2334
412440 Santo Antônio do Sudoeste;1407;1434;1849;1843;3072;2682;2437;2454;1508;926;349;19961
412450 Santo Inácio;364;362;355;375;923;839;785;694;386;269;129;5481
412460 São Carlos do Ivaí;497;477;431;592;1159;951;993;772;433;296;157;6758
412470 São Jerônimo da Serra;748;828;1022;1002;1748;1689;1499;1305;901;593;220;11555
412480 São João;659;749;673;782;1662;1389;1416;1492;1040;572;276;10710
412490 São João do Caiuá;333;431;485;564;867;921;809;754;410;319;144;6037
412500 São João do Ivaí;495;767;779;782;1585;1439;1697;1478;1180;708;318;11228
412510 São João do Triunfo;1281;1155;1210;1337;2567;2260;1876;1491;899;444;179;14699
412520 São Jorge d'Oeste;555;597;553;702;1503;1242;1376;1324;767;474;210;9303
412530 São Jorge do Ivaí;389;324;354;401;782;717;902;752;558;335;160;5674
412535 São Jorge do Patrocínio;367;366;303;433;911;774;859;799;621;386;193;6012
412540 São José da Boa Vista;429;323;542;618;840;848;951;841;626;368;152;6538
412545 São José das Palmeiras;183;310;283;297;590;569;595;461;330;152;74;3844
412550 São José dos Pinhais;23314;23481;25796;25846;51569;53355;40989;28594;16293;6076;2586;297899
412555 São Manoel do Paraná;103;129;178;125;328;302;321;296;220;127;57;2186
412560 São Mateus do Sul;3128;3446;3749;3895;7300;7403;6037;4764;2753;1565;554;44594
412570 São Miguel do Iguaçu;1829;2044;2049;2260;4528;4012;3751;3197;1993;1048;486;27197
412575 São Pedro do Iguaçu;370;433;455;545;909;885;911;798;615;325;139;6385
412580 São Pedro do Ivaí;918;747;754;750;1784;1701;1458;1237;785;451;213;10798
412590 São Pedro do Paraná;84;178;194;206;354;323;406;320;217;126;66;2474
412600 São Sebastião da Amoreira;490;548;693;737;1502;1197;1332;1096;745;412;198;8950
412610 São Tomé;423;356;403;416;988;805;829;699;390;214;135;5658
412620 Sapopema;432;414;663;640;1006;1160;888;684;600;321;101;6909
412625 Sarandi;6810;6490;7466;7791;15823;13745;13168;9468;6078;2522;1018;90379
412627 Saudade do Iguaçu;417;445;445;508;855;790;644;604;368;205;89;5370
412630 Sengés;1294;1643;1905;1884;3110;2999;2533;1978;1122;595;241;19304
412635 Serranópolis do Iguaçu;342;271;264;359;642;575;744;630;445;301;80;4653
412640 Sertaneja;314;296;412;391;728;794;826;820;600;375;168;5724
412650 Sertanópolis;994;1027;1085;1299;2461;2430;2380;2130;1398;791;382;16377
412660 Siqueira Campos;1279;1174;1602;1650;3069;3283;2766;2476;1522;954;318;20093
412665 Sulina;169;233;269;184;438;399;502;459;338;235;65;3291
412667 Tamarana;1130;1147;1249;1225;2088;2083;1823;1418;887;480;204;13734
412670 Tamboara;358;292;325;345;867;702;685;624;397;260;132;4987
412680 Tapejara;1174;1035;1204;1380;2597;2450;2271;1735;940;632;281;15699
412690 Tapira;366;392;367;416;812;771;788;829;511;406;194;5852
412700 Teixeira Soares;681;952;1065;1100;1893;1733;1538;1279;688;415;153;11497
412710 Telêmaco Borba;6312;6054;6960;6297;11987;12493;9536;7961;4738;2523;947;75808
412720 Terra Boa;975;1076;1184;1302;2846;2445;2473;1940;1252;922;367;16782
412730 Terra Rica;1376;1267;1079;1256;2545;2330;2274;1833;1229;757;377;16323
412740 Terra Roxa;1051;1203;1189;1402;2700;2393;2645;2143;1437;962;393;17518
412750 Tibagi;1602;1764;2023;1966;3120;3000;2526;2108;1274;697;297;20377
412760 Tijucas do Sul;1256;1157;1393;1483;2441;2334;2269;1697;1101;593;244;15968
412770 Toledo;7970;8776;9753;10337;24718;21525;18782;15432;8439;4427;1921;132080
412780 Tomazina;540;597;629;527;1234;1181;1171;1256;796;444;242;8617
412785 Três Barras do Paraná;867;942;1026;1118;1781;1797;1686;1355;920;527;209;12228
412788 Tunas do Paraná;619;814;934;818;1338;1337;769;486;269;120;56;7560
412790 Tuneiras do Oeste;618;591;605;768;1379;1259;1320;1054;622;456;192;8864
412795 Tupãssi;491;645;641;496;1111;1158;1235;1006;829;455;194;8261
412796 Turvo;834;1196;1207;1376;2275;1974;1819;1445;953;472;238;13789
412800 Ubiratã;1152;1600;1477;1497;3272;3094;3252;2922;1779;1277;545;21867
412810 Umuarama;6776;7319;7420;7649;18489;17081;15415;12814;8439;4751;2067;108220
412820 União da Vitória;3763;4231;4935;5068;8953;8400;7503;6231;3954;2277;948;56263
412830 Uniflor;174;172;182;219;391;414;421;239;212;131;45;2600
412840 Uraí;625;750;808;868;1641;1529;1700;1464;1164;763;386;11698
412853 Ventania;761;952;1056;1059;1844;1871;1365;1059;697;318;114;11096
412855 Vera Cruz do Oeste;647;495;636;838;1345;1178;1254;1157;726;490;234;9000
412860 Verê;550;497;431;638;1070;1068;1186;1047;762;381;170;7800
412865 Virmond;257;337;344;355;538;604;569;483;349;182;67;4085
412870 Vitorino;545;491;429;662;990;926;950;800;571;321;144;6829
412850 Wenceslau Braz;1332;1396;1641;1685;2802;2945;2543;2470;1625;933;471;19843
412880 Xambrê;213;484;487;341;910;761;879;756;587;407;191;6016
420005 Abdon Batista;163;185;180;204;381;320;407;352;277;114;45;2628
420010 Abelardo Luz;1181;1334;1796;1828;2755;2575;2339;1940;1223;542;204;17717
420020 Agrolândia;857;794;687;805;1783;1570;1454;1083;690;393;157;10273
420030 Agronômica;419;381;378;430;941;774;683;643;388;184;85;5306
420040 Água Doce;499;560;615;681;1027;988;937;835;493;352;146;7133
420050 Águas de Chapecó;385;450;445;450;1111;954;795;871;528;273;118;6380
420055 Águas Frias;126;154;161;177;412;297;397;304;215;110;54;2407
420060 Águas Mornas;237;365;401;529;1107;781;989;770;506;294;135;6114
420070 Alfredo Wagner;588;750;651;807;1812;1269;1382;1210;811;414;154;9848
420075 Alto Bela Vista;124;114;100;115;235;209;301;298;250;157;81;1984
420080 Anchieta;387;413;434;405;921;750;762;906;518;366;124;5986
420090 Angelina;270;274;338;392;697;677;762;689;447;338;169;5053
420100 Anita Garibaldi;539;536;569;689;1115;982;991;1042;679;520;217;7879
420110 Anitápolis;228;213;242;237;432;413;513;419;281;189;86;3253
420120 Antônio Carlos;471;545;548;732;1284;1267;1269;881;616;352;153;8118
420125 Apiúna;680;709;839;1013;1715;1569;1420;1135;728;349;164;10321
420127 Arabutã;279;291;252;333;505;591;584;519;528;238;153;4273
420130 Araquari;2621;3014;3179;3073;5853;5523;3936;2954;1500;593;209;32455
420140 Araranguá;4500;4841;5163;5389;11176;10277;8861;7754;4691;2151;964;65767
420150 Armazém;604;576;546;680;1458;1209;1100;957;674;387;150;8341
420160 Arroio Trinta;158;183;204;271;532;503;530;550;392;173;64;3560
420165 Arvoredo;91;172;186;155;376;314;314;312;208;102;41;2271
420170 Ascurra;480;534;513;588;1339;1054;1148;949;697;313;168;7783
420180 Atalanta;122;237;219;307;518;418;468;471;301;160;56;3277
420190 Aurora;315;411;424;459;936;809;785;736;418;229;150;5672
420195 Balneário Arroio do Silva;768;833;833;848;1693;1478;1531;1629;1334;492;182;11621
420205 Balneário Barra do Sul;640;571;647;742;1018;1200;1215;1575;1477;585;161;9831
420200 Balneário Camboriú;6944;6989;8143;9363;23632;22687;17252;15743;10702;4534;2163;128152
420207 Balneário Gaivota;716;618;715;759;1424;1181;1212;1468;1062;468;219;9842
421280 Balneário Piçarras;1521;1448;1703;1868;3141;3234;2697;2500;1598;635;272;20617
422000 Balneário Rincão;861;904;948;953;1865;1604;1579;1523;1154;488;136;12015
420208 Bandeirante;170;162;166;215;403;294;395;428;308;200;70;2811
420209 Barra Bonita;131;116;88;147;248;184;281;281;165;104;48;1793
420210 Barra Velha;2042;1894;2074;2315;3884;3855;3387;3300;2265;1030;326;26372
420213 Bela Vista do Toldo;360;519;545;582;949;982;882;729;387;215;99;6249
420215 Belmonte;203;208;168;197;428;359;383;340;222;128;62;2698
420220 Benedito Novo;743;740;841;887;1750;1798;1549;1291;878;472;218;11167
420230 Biguaçu;4092;4465;5035;5908;11638;10353;9008;7179;4149;1839;821;64487
420240 Blumenau;19799;21359;23751;26153;62166;57456;49540;39597;23549;10501;5006;338877
420243 Bocaina do Sul;218;239;260;309;486;457;442;466;292;176;75;3420
420250 Bom Jardim da Serra;332;284;351;452;783;579;720;583;284;186;77;4631
420253 Bom Jesus;203;179;211;271;402;482;376;361;180;94;60;2819
420257 Bom Jesus do Oeste;116;155;126;145;329;242;301;295;266;125;56;2156
420260 Bom Retiro;766;767;806;953;1561;1279;1274;1031;664;342;156;9599
420245 Bombinhas;1222;1229;1287;1490;3022;2911;2543;1962;1219;432;161;17478
420270 Botuverá;311;305;251;335;929;712;719;676;385;213;109;4945
420280 Braço do Norte;2011;2280;2397;2831;6134;4856;4585;3514;1947;845;367;31767
420285 Braço do Trombudo;254;298;261;221;624;610;464;338;326;166;90;3652
420287 Brunópolis;150;142;189;254;348;369;423;326;247;130;61;2639
420290 Brusque;8557;8363;7995;9157;24914;20956;16655;13708;7599;3203;1670;122777
420300 Caçador;5306;5741;6600;7171;12877;11472;10460;8036;4695;2402;1052;75812
420310 Caibi;321;370;421;475;975;852;832;942;538;329;190;6245
420315 Calmon;270;269;453;368;545;432;462;321;168;81;28;3397
420320 Camboriú;5566;5978;6459;7381;13838;12599;10241;6987;3510;1333;543;74435
420330 Campo Alegre;798;833;1025;1054;1600;1924;1577;1447;947;545;241;11991
420340 Campo Belo do Sul;535;482;612;672;934;1046;1014;905;589;358;152;7299
420350 Campo Erê;450;749;740;832;1442;1296;1105;971;788;442;179;8994
420360 Campos Novos;2494;2609;2771;3139;5777;5438;4564;3951;2443;1307;560;35053
420370 Canelinha;718;1007;977;1037;2105;1713;1623;1159;737;355;186;11617
420380 Canoinhas;3467;4006;4320;4688;8658;8579;7440;6237;3814;2117;864;54190
420325 Capão Alto;189;142;199;229;336;350;347;398;235;169;58;2652
420390 Capinzal;1369;1652;1680;1900;3690;3544;3234;2410;1538;775;334;22126
420395 Capivari de Baixo;1717;1723;1747;1818;4036;3768;2973;3024;1749;791;316;23662
420400 Catanduvas;601;746;877;996;1696;1561;1502;1121;751;408;113;10372
420410 Caxambu do Sul;227;215;270;294;598;450;611;595;434;212;122;4028
420415 Celso Ramos;161;189;171;236;430;377;396;383;239;143;46;2771
420417 Cerro Negro;158;203;299;325;433;487;491;399;288;216;66;3365
420419 Chapadão do Lageado;178;245;254;296;423;386;456;363;168;92;54;2915
420420 Chapecó;14257;14193;15227;17355;40646;34592;28587;21345;12032;5185;2379;205798
420425 Cocal do Sul;800;978;1004;1296;2927;2531;2446;2276;1217;432;249;16156
420430 Concórdia;4668;4363;5123;5427;11621;11718;10191;9117;6078;3004;1334;72644
420435 Cordilheira Alta;222;279;227;316;828;629;576;526;366;137;81;4187
420440 Coronel Freitas;507;648;657;735;1732;1356;1531;1276;1028;490;244;10204
420445 Coronel Martins;114;132;177;261;379;322;431;336;208;138;36;2534
420455 Correia Pinto;927;850;1126;1313;2298;1840;2093;1489;1147;511;232;13826
420450 Corupá;1040;1057;1116;1154;2601;2516;2020;1667;1022;661;280;15134
420460 Criciúma;12939;13911;14733;15649;37913;34291;27023;26898;14685;6194;2683;206919
420470 Cunha Porã;498;700;695;838;1847;1429;1587;1425;1091;613;256;10979
420475 Cunhataí;132;97;95;161;304;202;305;301;205;102;38;1942
420480 Curitibanos;2671;2923;3586;3647;5890;5730;5302;4393;2836;1558;692;39228
420490 Descanso;468;486;504;592;1342;1130;1102;1319;872;455;231;8501
420500 Dionísio Cerqueira;1146;996;1339;1389;2280;2190;1796;1899;1286;725;292;15338
420510 Dona Emma;279;295;331;336;657;534;590;416;316;186;58;3998
420515 Doutor Pedrinho;297;277;318;313;588;479;600;447;312;227;77;3935
420517 Entre Rios;130;234;389;371;489;489;358;330;162;108;86;3146
420519 Ermo;174;148;125;181;350;276;271;260;163;87;45;2080
420520 Erval Velho;246;286;292;362;603;586;634;595;481;282;99;4466
420530 Faxinal dos Guedes;802;780;865;932;1911;1587;1396;1279;737;320;159;10768
420535 Flor do Sertão;74;116;79;138;228;216;218;225;177;95;34;1600
420540 Florianópolis;25242;27195;30028;32821;82819;86915;62918;57663;38258;16871;8960;469690
420543 Formosa do Sul;121;147;162;221;446;301;373;369;204;175;56;2575
420545 Forquilhinha;1812;1852;1991;2179;4967;4110;3309;2780;1341;590;195;25126
420550 Fraiburgo;2575;2863;3268;3583;5911;5027;5130;3860;2274;1081;372;35944
420555 Frei Rogério;114;116;178;241;315;243;354;346;186;108;48;2249
420560 Galvão;193;204;229;264;475;398;474;464;273;189;55;3218
420570 Garopaba;1166;1295;1526;1737;3167;3561;3188;2672;1565;824;362;21063
420580 Garuva;1407;1218;1506;1716;2924;2489;2186;1676;1044;469;149;16784
420590 Gaspar;4368;4569;4716;5531;12263;10550;8764;7685;4151;1696;729;65022
420600 Governador Celso Ramos;599;853;916;1190;2334;2007;2295;1847;1129;528;247;13945
420610 Grão Pará;498;371;400;522;1152;895;950;808;528;231;125;6480
420620 Gravatal;782;657;670;930;1795;1626;1541;1489;978;500;266;11234
420630 Guabiruba;1350;1454;1500;1795;4306;3528;3026;2561;1256;584;252;21612
420640 Guaraciaba;536;561;583;753;1672;1344;1448;1629;992;556;298;10372
420650 Guaramirim;3159;3075;3212;3675;8288;6890;5725;3803;1854;829;366;40876
420660 Guarujá do Sul;242;295;310;341;923;625;706;721;486;314;135;5098
420665 Guatambú;305;273;361;456;808;629;677;580;414;164;74;4741
420670 Herval d'Oeste;1395;1414;1629;1764;3776;3477;3009;2740;1697;939;366;22206
420675 Ibiam;132;108;101;148;311;281;249;299;217;87;39;1972
420680 Ibicaré;116;228;258;224;411;440;445;476;397;251;65;3311
420690 Ibirama;1245;1360;1456;1422;3105;2765;2537;2150;1239;773;361;18413
420700 Içara;3857;3489;3729;4116;10402;8266;7264;6722;3310;1361;632;53148
420710 Ilhota;1153;939;1035;1225;2362;2018;1835;1492;794;457;184;13494
420720 Imaruí;538;584;791;877;1287;1340;1474;1663;1242;787;353;10936
420730 Imbituba;2425;2804;3090;3265;6681;6428;5917;6007;3800;1873;879;43169
420740 Imbuia;427;479;518;523;965;861;866;679;448;205;68;6039
420750 Indaial;4366;4755;4924;5254;11635;10418;9037;6581;3905;1832;781;63488
420757 Iomerê;99;190;194;182;413;359;449;439;256;199;103;2883
420760 Ipira;240;245;313;386;600;565;617;682;524;318;147;4637
420765 Iporã do Oeste;593;535;496;730;1342;1244;1202;1250;799;439;194;8824
420768 Ipuaçu;514;673;936;856;1136;909;808;672;413;218;128;7263
420770 Ipumirim;377;462;507;537;1292;1058;1117;958;688;355;146;7497
420775 Iraceminha;157;271;353;304;566;527;605;559;412;271;110;4135
420780 Irani;656;729;834;900;1625;1609;1399;1073;793;356;142;10116
420785 Irati;81;114;151;150;362;265;282;295;193;90;43;2026
420790 Irineópolis;839;801;1029;1005;1702;1694;1454;1166;690;440;172;10992
420800 Itá;312;455;499;501;927;864;874;847;630;285;155;6349
420810 Itaiópolis;1620;1797;1870;1811;3404;3255;2806;2171;1406;793;329;21262
420820 Itajaí;14491;14856;15476;17189;36975;36638;26523;22349;12424;5729;2621;205271
420830 Itapema;3628;3704;4396;4735;9794;9493;8100;6935;4353;1432;519;57089
420840 Itapiranga;1010;1109;1093;1263;3119;2503;2172;2049;1173;660;245;16396
420845 Itapoá;1107;1139;1372;1384;2458;2423;2518;2632;2142;751;206;18132
420850 Ituporanga;1485;1846;1816;2057;4388;3477;3388;2645;1676;891;390;24059
420860 Jaborá;224;232;218;312;686;391;583;615;403;261;101;4026
420870 Jacinto Machado;436;751;769;856;1711;1519;1480;1351;931;597;209;10610
420880 Jaguaruna;1250;1206;1279;1417;2993;2697;2488;2541;1923;820;367;18981
420890 Jaraguá do Sul;11009;11698;11802;12533;31693;30344;22855;17178;8858;3916;1846;163732
420895 Jardinópolis;55;63;125;169;238;191;284;270;142;103;35;1675
420900 Joaçaba;1680;1848;1894;2160;4948;4761;3946;3676;2259;1264;568;29004
